,,Correlation
Mike Jonson,Mike.Jonson,-0.010611060555795119
Mike Jonson,Rupert Beae,0.3522993498341599
Mike Jonson,Telegram,0.06475239082381763
Mike Jonson,Twi Grey,0.21342815399515577
Mike Jonson,Twilight G,0.06784729328622546
Mike Jonson,Twilight Grey,0.1791630985106916
Mike Jonson,TwilightGrey,0.1015919090345946
Mike Jonson,Unmatched Telegram User,-0.09477052728377432
Mike Jonson,blondtrip24,0.11944110105910323
Mike Jonson,kikteam,0.13217526428635734
Mike Jonson,ladyancy96,-0.026345593877000122
Mike Jonson,maverick,0.04290067312121959
Mike Jonson,status@broadcast,0.7647283147996393
Mike.Jonson,46708275344@s.whatsapp.net,-0.04159420199802983
Mike.Jonson,Bad Boy,0.31328830540271485
Mike.Jonson,Big Boss,-0.1426260620831693
Mike.Jonson,Dadusko,-0.1368283411239647
Mike.Jonson,Goldfinger,0.2552301125735647
Mike.Jonson,Goldfinger SOB,-0.10635415023904651
Mike.Jonson,Goldy Finger,0.07790047816888389
Mike.Jonson,Gooooosssse,0.12548439327639732
Mike.Jonson,Goose,-0.15284148856483895
Mike.Jonson,Goose System,-0.10281631161656928
Mike.Jonson,Goose.4444,-0.13467596662945516
Mike.Jonson,Jose Topgun,-0.19027762530578968
Mike.Jonson,KakaoKalk,-0.1063541502390466
Mike.Jonson,KakaoTalk,-0.10635415023904654
Mike.Jonson,Maverick,-0.0659179583568938
Mike.Jonson,Maverick SOB,0.041200424010786774
Mike.Jonson,Maverick.4444,-0.10723059317585566
Mike.Jonson,Michael Jonson,-0.06995588700162543
Mike.Jonson,Mike Jonson,-0.010611060555795117
Mike.Jonson,Rupert Beae,-0.13169127909043254
Mike.Jonson,Telegram,0.02240975484842715
Mike.Jonson,Twi Grey,-0.2268680954822476
Mike.Jonson,Twilight G,-0.23550497109394225
Mike.Jonson,Twilight Grey,-0.1224662797581021
Mike.Jonson,TwilightGrey,-0.17881808413651754
Mike.Jonson,Unmatched Telegram User,-0.04392662440168377
Mike.Jonson,blondtrip24,0.8773380669666366
Mike.Jonson,kikteam,-0.10635415023904654
Mike.Jonson,ladyancy96,-0.07717552717149131
Mike.Jonson,maverick,-0.00026512908725056876
Mike.Jonson,status@broadcast,-0.01470333874272534
Rupert Beae,46708275344@s.whatsapp.net,0.6735903459808368
Rupert Beae,Bad Boy,0.4224241627393956
Rupert Beae,Big Boss,0.7300970577013387
Rupert Beae,Dadusko,-0.03801690315122803
Rupert Beae,Goldfinger,0.5925631654415796
Rupert Beae,Goldfinger SOB,0.37593961639157464
Rupert Beae,Goldy Finger,0.47186135738796486
Rupert Beae,Gooooosssse,0.26750292799829295
Rupert Beae,Goose,0.7471882185504773
Rupert Beae,Goose System,0.6317967109436798
Rupert Beae,Goose.4444,0.453997820917022
Rupert Beae,Jose Topgun,0.4459567562372842
Rupert Beae,KakaoKalk,-0.27908181129505544
Rupert Beae,KakaoTalk,0.0952161473830189
Rupert Beae,Maverick,0.7034353525554875
Rupert Beae,Maverick SOB,0.6587781760802621
Rupert Beae,Maverick.4444,0.4880354367600245
Rupert Beae,Michael Jonson,0.25837356733325445
Rupert Beae,Mike Jonson,0.35229934983415995
Rupert Beae,Mike.Jonson,-0.13169127909043254
Rupert Beae,Telegram,0.6145770267930664
Rupert Beae,Twi Grey,0.5446852784785788
Rupert Beae,Twilight G,0.6084466973660999
Rupert Beae,Twilight Grey,0.5846655937454731
Rupert Beae,TwilightGrey,0.47475336762989434
Rupert Beae,Unmatched Telegram User,0.028376018759837765
Rupert Beae,blondtrip24,-0.10980925178220562
Rupert Beae,kikteam,0.5318970991741055
Rupert Beae,ladyancy96,0.06450917136538464
Rupert Beae,maverick,0.33124864618045385
Rupert Beae,status@broadcast,0.016182054604503195
Telegram,46708275344@s.whatsapp.net,0.696896498361496
Telegram,Bad Boy,0.7305080254922887
Telegram,Big Boss,0.7046986066972346
Telegram,Dadusko,-0.14589603651080288
Telegram,Goldfinger,0.4581577313021228
Telegram,Goldfinger SOB,0.7484551991837489
Telegram,Goldy Finger,0.39207566500628077
Telegram,Gooooosssse,0.2004597059771352
Telegram,Goose,0.7343548096317022
Telegram,Goose System,0.7150048042782056
Telegram,Goose.4444,0.6185929879720687
Telegram,Jose Topgun,0.4107435448789775
Telegram,KakaoKalk,-0.11340230290662864
Telegram,KakaoTalk,-0.11340230290662863
Telegram,Maverick,0.7486132362939214
Telegram,Maverick SOB,0.6679573628965876
Telegram,Maverick.4444,0.476284350125219
Telegram,Michael Jonson,-0.07879115315277097
Telegram,Mike Jonson,0.06475239082381763
Telegram,Mike.Jonson,0.02240975484842715
Telegram,Rupert Beae,0.6145770267930664
Telegram,Twi Grey,0.20346086437108712
Telegram,Twilight G,0.26046905136144144
Telegram,Twilight Grey,0.3347845083848551
Telegram,TwilightGrey,0.7408831771886952
Telegram,Unmatched Telegram User,0.0813101914316715
Telegram,blondtrip24,-0.002112923367932608
Telegram,kikteam,0.31752644813855996
Telegram,ladyancy96,-0.16145505381086014
Telegram,maverick,0.4294203114983633
Telegram,status@broadcast,-0.19440394783993478
Twi Grey,46708275344@s.whatsapp.net,0.3772438345216054
Twi Grey,Bad Boy,0.1385966998622076
Twi Grey,Big Boss,0.392665394760768
Twi Grey,Dadusko,0.04121853993327594
Twi Grey,Goldfinger,0.5656462483977245
Twi Grey,Goldfinger SOB,0.2349483558721093
Twi Grey,Goldy Finger,0.5880538437622919
Twi Grey,Gooooosssse,0.08836489531736556
Twi Grey,Goose,0.4293991160514736
Twi Grey,Goose System,0.4668052631156503
Twi Grey,Goose.4444,0.1274483874928083
Twi Grey,Jose Topgun,0.6870571036210152
Twi Grey,KakaoKalk,-0.17087153154335222
Twi Grey,KakaoTalk,0.2349483558721093
Twi Grey,Maverick,0.3629248802809228
Twi Grey,Maverick SOB,0.41564320182807907
Twi Grey,Maverick.4444,0.20356243577018188
Twi Grey,Michael Jonson,0.3839055913822531
Twi Grey,Mike Jonson,0.2134281539951558
Twi Grey,Mike.Jonson,-0.22686809548224762
Twi Grey,Rupert Beae,0.5446852784785788
Twi Grey,Telegram,0.20346086437108712
Twi Grey,Twilight G,0.799677800725366
Twi Grey,Twilight Grey,0.7641533880767462
Twi Grey,TwilightGrey,0.2000798198384069
Twi Grey,Unmatched Telegram User,-0.16499551066825363
Twi Grey,blondtrip24,-0.24010373584868314
Twi Grey,kikteam,0.23494835587210927
Twi Grey,ladyancy96,-0.012163806030813601
Twi Grey,maverick,0.2079768033766326
Twi Grey,status@broadcast,0.22884580117413247
Twilight G,46708275344@s.whatsapp.net,0.43799879279579607
Twilight G,Bad Boy,0.20186989592550816
Twilight G,Big Boss,0.5138994215332644
Twilight G,Dadusko,-0.14302345929207552
Twilight G,Goldfinger,0.5001176671431268
Twilight G,Goldfinger SOB,0.25617319916653586
Twilight G,Goldy Finger,0.507397466376373
Twilight G,Gooooosssse,0.18269692641928958
Twilight G,Goose,0.47247199614531304
Twilight G,Goose System,0.502655192111454
Twilight G,Goose.4444,0.27115214733555126
Twilight G,Jose Topgun,0.6863299739814314
Twilight G,KakaoKalk,-0.11116950152510047
Twilight G,KakaoTalk,0.07250184882071771
Twilight G,Maverick,0.43647119423635633
Twilight G,Maverick SOB,0.49856732121749964
Twilight G,Maverick.4444,0.24999829617317731
Twilight G,Michael Jonson,0.27231051095506814
Twilight G,Mike Jonson,0.06784729328622546
Twilight G,Mike.Jonson,-0.23550497109394222
Twilight G,Rupert Beae,0.6084466973660999
Twilight G,Telegram,0.26046905136144144
Twilight G,Twi Grey,0.7996778007253659
Twilight G,Twilight Grey,0.7982156011500176
Twilight G,TwilightGrey,0.3424828223739532
Twilight G,Unmatched Telegram User,-0.004950885606597948
Twilight G,blondtrip24,-0.2809792756086323
Twilight G,kikteam,0.25617319916653586
Twilight G,ladyancy96,-0.053676253421718015
Twilight G,maverick,0.22224879583390844
Twilight G,status@broadcast,0.04557259068730829
Twilight Grey,46708275344@s.whatsapp.net,0.5528182835626289
Twilight Grey,Bad Boy,0.31680917353070226
Twilight Grey,Big Boss,0.6793801716605034
Twilight Grey,Dadusko,0.04395935957271118
Twilight Grey,Goldfinger,0.5874099475928529
Twilight Grey,Goldfinger SOB,0.4542440577669092
Twilight Grey,Goldy Finger,0.5852107321132861
Twilight Grey,Gooooosssse,0.14211699695264707
Twilight Grey,Goose,0.5798158959819492
Twilight Grey,Goose System,0.7093999865873933
Twilight Grey,Goose.4444,0.4277892989692296
Twilight Grey,Jose Topgun,0.7773620272789368
Twilight Grey,KakaoKalk,-0.18223360429586924
Twilight Grey,KakaoTalk,0.046898354046731046
Twilight Grey,Maverick,0.6402520458047405
Twilight Grey,Maverick SOB,0.6475325515392665
Twilight Grey,Maverick.4444,0.3534886755274076
Twilight Grey,Michael Jonson,0.1383330098441316
Twilight Grey,Mike Jonson,0.17916309851069162
Twilight Grey,Mike.Jonson,-0.1224662797581021
Twilight Grey,Rupert Beae,0.5846655937454731
Twilight Grey,Telegram,0.3347845083848551
Twilight Grey,Twi Grey,0.7641533880767462
Twilight Grey,Twilight G,0.7982156011500174
Twilight Grey,TwilightGrey,0.5802888673093148
Twilight Grey,Unmatched Telegram User,0.15217673392796738
Twilight Grey,blondtrip24,-0.174638160242202
Twilight Grey,kikteam,0.27603031238933123
Twilight Grey,ladyancy96,-0.12896326571234723
Twilight Grey,maverick,0.296569987415576
Twilight Grey,status@broadcast,0.05857508709510078
TwilightGrey,46708275344@s.whatsapp.net,0.66133454557569
TwilightGrey,Bad Boy,0.6281593389905766
TwilightGrey,Big Boss,0.7934578451539658
TwilightGrey,Dadusko,-0.03862696519684538
TwilightGrey,Goldfinger,0.25835343411632455
TwilightGrey,Goldfinger SOB,0.9207368843792508
TwilightGrey,Goldy Finger,0.3331258444800492
TwilightGrey,Gooooosssse,0.29861441819192713
TwilightGrey,Goose,0.6724934037701586
TwilightGrey,Goose System,0.8357896510280821
TwilightGrey,Goose.4444,0.8633189814778363
TwilightGrey,Jose Topgun,0.4808845274964449
TwilightGrey,KakaoKalk,-0.09340808971963419
TwilightGrey,KakaoTalk,-0.09340808971963416
TwilightGrey,Maverick,0.8236421388478289
TwilightGrey,Maverick SOB,0.7006125399125926
TwilightGrey,Maverick.4444,0.6534543660165899
TwilightGrey,Michael Jonson,-0.16829479209001072
TwilightGrey,Mike Jonson,0.1015919090345946
TwilightGrey,Mike.Jonson,-0.17881808413651756
TwilightGrey,Rupert Beae,0.4747533676298943
TwilightGrey,Telegram,0.7408831771886952
TwilightGrey,Twi Grey,0.2000798198384069
TwilightGrey,Twilight G,0.3424828223739532
TwilightGrey,Twilight Grey,0.580288867309315
TwilightGrey,Unmatched Telegram User,0.17085257668848527
TwilightGrey,blondtrip24,-0.20014475018009342
TwilightGrey,kikteam,0.16012815380508708
TwilightGrey,ladyancy96,-0.13298855283803632
TwilightGrey,maverick,0.5888262832793943
TwilightGrey,status@broadcast,-0.1601281538050872
Unmatched Telegram User,46708275344@s.whatsapp.net,0.1507600417219521
Unmatched Telegram User,Bad Boy,0.06042345417905403
Unmatched Telegram User,Big Boss,0.04044142826124696
Unmatched Telegram User,Dadusko,0.37291668092175767
Unmatched Telegram User,Goldfinger,0.014868657337770775
Unmatched Telegram User,Goldfinger SOB,-0.014226319992543994
Unmatched Telegram User,Goldy Finger,-0.023379362735584566
Unmatched Telegram User,Gooooosssse,0.17255583478886424
Unmatched Telegram User,Goose,0.06347565333632571
Unmatched Telegram User,Goose System,0.07086451844564637
Unmatched Telegram User,Goose.4444,-0.13384926687876791
Unmatched Telegram User,Jose Topgun,0.048567011951057955
Unmatched Telegram User,KakaoKalk,-0.14937635992171194
Unmatched Telegram User,KakaoTalk,-0.14937635992171192
Unmatched Telegram User,Maverick,0.12789238756676816
Unmatched Telegram User,Maverick SOB,0.06930396609600116
Unmatched Telegram User,Maverick.4444,0.1509537044280667
Unmatched Telegram User,Michael Jonson,-0.10582701802743924
Unmatched Telegram User,Mike Jonson,-0.09477052728377432
Unmatched Telegram User,Mike.Jonson,-0.04392662440168377
Unmatched Telegram User,Rupert Beae,0.028376018759837765
Unmatched Telegram User,Telegram,0.08131019143167148
Unmatched Telegram User,Twi Grey,-0.16499551066825363
Unmatched Telegram User,Twilight G,-0.004950885606597948
Unmatched Telegram User,Twilight Grey,0.15217673392796738
Unmatched Telegram User,TwilightGrey,0.1708525766884853
Unmatched Telegram User,blondtrip24,-0.09343585554678402
Unmatched Telegram User,kikteam,0.12092371993662396
Unmatched Telegram User,ladyancy96,0.3260980627110208
Unmatched Telegram User,maverick,0.022537776233216306
Unmatched Telegram User,status@broadcast,-0.25607375986579195
blondtrip24,46708275344@s.whatsapp.net,-0.024988927684105874
blondtrip24,Bad Boy,0.21615889333602364
blondtrip24,Big Boss,-0.21891043777570238
blondtrip24,Dadusko,-0.15314711755274835
blondtrip24,Goldfinger,0.2979531584978876
blondtrip24,Goldfinger SOB,-0.11903843469186956
blondtrip24,Goldy Finger,0.0005194193912084963
blondtrip24,Gooooosssse,-0.06326304467144
blondtrip24,Goose,-0.2001363943346996
blondtrip24,Goose System,-0.14068190600391622
blondtrip24,Goose.4444,-0.0631026550487165
blondtrip24,Jose Topgun,-0.2668279188252196
blondtrip24,KakaoKalk,-0.11903843469186959
blondtrip24,KakaoTalk,-0.11903843469186957
blondtrip24,Maverick,-0.06906034329769839
blondtrip24,Maverick SOB,-0.017943235853873196
blondtrip24,Maverick.4444,-0.16015682501261103
blondtrip24,Michael Jonson,-0.05745720043497549
blondtrip24,Mike Jonson,0.11944110105910323
blondtrip24,Mike.Jonson,0.8773380669666366
blondtrip24,Rupert Beae,-0.10980925178220563
blondtrip24,Telegram,-0.002112923367932608
blondtrip24,Twi Grey,-0.24010373584868314
blondtrip24,Twilight G,-0.28097927560863223
blondtrip24,Twilight Grey,-0.174638160242202
blondtrip24,TwilightGrey,-0.20014475018009342
blondtrip24,Unmatched Telegram User,-0.093435855546784
blondtrip24,kikteam,-0.11903843469186957
blondtrip24,ladyancy96,-0.16947942313447448
blondtrip24,maverick,-0.05079579021935273
blondtrip24,status@broadcast,0.13308644872382935
kikteam,46708275344@s.whatsapp.net,0.5512627503787181
kikteam,Bad Boy,0.01966342764246322
kikteam,Big Boss,0.6357389682975265
kikteam,Dadusko,-0.07147416898918632
kikteam,Goldfinger,0.09423495646881659
kikteam,Goldfinger SOB,-0.055555555555555546
kikteam,Goldy Finger,-0.025089892245137888
kikteam,Gooooosssse,-0.020894638026907428
kikteam,Goose,0.44637457743689746
kikteam,Goose System,0.38657412237037925
kikteam,Goose.4444,-0.03915341547791164
kikteam,Jose Topgun,0.17038995243552096
kikteam,KakaoKalk,-0.05555555555555555
kikteam,KakaoTalk,-0.055555555555555546
kikteam,Maverick,0.4933489663111579
kikteam,Maverick SOB,0.4705930413112998
kikteam,Maverick.4444,0.07399494483804711
kikteam,Michael Jonson,0.10489028340748417
kikteam,Mike Jonson,0.13217526428635734
kikteam,Mike.Jonson,-0.10635415023904653
kikteam,Rupert Beae,0.5318970991741057
kikteam,Telegram,0.31752644813855996
kikteam,Twi Grey,0.23494835587210927
kikteam,Twilight G,0.25617319916653586
kikteam,Twilight Grey,0.27603031238933123
kikteam,TwilightGrey,0.16012815380508708
kikteam,Unmatched Telegram User,0.12092371993662396
kikteam,blondtrip24,-0.11903843469186959
kikteam,ladyancy96,-0.0790964996460416
kikteam,maverick,-0.1159193367578202
kikteam,status@broadcast,-0.09523809523809523
ladyancy96,46708275344@s.whatsapp.net,-0.08480345531984292
ladyancy96,Bad Boy,-0.044792878969787245
ladyancy96,Big Boss,-0.15066322658295947
ladyancy96,Dadusko,0.7682911595147685
ladyancy96,Goldfinger,-0.16967229657504693
ladyancy96,Goldfinger SOB,-0.07909649964604157
ladyancy96,Goldy Finger,0.001984522653086784
ladyancy96,Gooooosssse,0.2811230332538364
ladyancy96,Goose,0.008653889346891023
ladyancy96,Goose System,-0.04523278067626922
ladyancy96,Goose.4444,-0.1616580815241757
ladyancy96,Jose Topgun,0.001155192755357593
ladyancy96,KakaoKalk,-0.07909649964604157
ladyancy96,KakaoTalk,-0.0790964996460416
ladyancy96,Maverick,-0.11913419758208343
ladyancy96,Maverick SOB,-0.10131994038579017
ladyancy96,Maverick.4444,0.5590538325648482
ladyancy96,Michael Jonson,-0.05495571304747354
ladyancy96,Mike Jonson,-0.026345593877000126
ladyancy96,Mike.Jonson,-0.07717552717149133
ladyancy96,Rupert Beae,0.06450917136538464
ladyancy96,Telegram,-0.16145505381086014
ladyancy96,Twi Grey,-0.012163806030813603
ladyancy96,Twilight G,-0.05367625342171802
ladyancy96,Twilight Grey,-0.12896326571234723
ladyancy96,TwilightGrey,-0.13298855283803632
ladyancy96,Unmatched Telegram User,0.3260980627110209
ladyancy96,blondtrip24,-0.16947942313447448
ladyancy96,kikteam,-0.0790964996460416
ladyancy96,maverick,0.06723796771145149
ladyancy96,status@broadcast,-0.13559399939321418
maverick,46708275344@s.whatsapp.net,0.28868315203732187
maverick,Bad Boy,0.5819995206253296
maverick,Big Boss,0.4343929622782353
maverick,Dadusko,-0.14913428876177118
maverick,Goldfinger,0.08201935234608093
maverick,Goldfinger SOB,0.6998093293157293
maverick,Goldy Finger,0.13184763296663074
maverick,Gooooosssse,0.8537876351105277
maverick,Goose,0.4572505845581462
maverick,Goose System,0.49438238266030576
maverick,Goose.4444,0.5219433647103323
maverick,Jose Topgun,0.16490926802302602
maverick,KakaoKalk,-0.11591933675782028
maverick,KakaoTalk,0.5366635961010195
maverick,Maverick,0.48845573781747925
maverick,Maverick SOB,0.4600376878438558
maverick,Maverick.4444,0.5419039096291477
maverick,Michael Jonson,0.5022399978550633
maverick,Mike Jonson,0.04290067312121959
maverick,Mike.Jonson,-0.00026512908725056876
maverick,Rupert Beae,0.33124864618045385
maverick,Telegram,0.4294203114983633
maverick,Twi Grey,0.2079768033766326
maverick,Twilight G,0.22224879583390844
maverick,Twilight Grey,0.296569987415576
maverick,TwilightGrey,0.5888262832793942
maverick,Unmatched Telegram User,0.022537776233216306
maverick,blondtrip24,-0.05079579021935273
maverick,kikteam,-0.1159193367578202
maverick,ladyancy96,0.06723796771145149
maverick,status@broadcast,-0.19871886301340613
status@broadcast,46708275344@s.whatsapp.net,-0.02662628669092198
status@broadcast,Bad Boy,-0.1348349324054621
status@broadcast,Big Boss,-0.18796260635921438
status@broadcast,Dadusko,-0.12252714683860524
status@broadcast,Goldfinger,0.05303265948461539
status@broadcast,Goldfinger SOB,-0.09523809523809526
status@broadcast,Goldy Finger,-0.14516294798972637
status@broadcast,Gooooosssse,-0.20596143197951605
status@broadcast,Goose,0.06919484331088686
status@broadcast,Goose System,-0.09457888150878493
status@broadcast,Goose.4444,0.12417226051566264
status@broadcast,Jose Topgun,-0.021733412300449076
status@broadcast,KakaoKalk,-0.09523809523809533
status@broadcast,KakaoTalk,-0.09523809523809525
status@broadcast,Maverick,-0.11944719870798905
status@broadcast,Maverick SOB,-0.05990913220310219
status@broadcast,Maverick.4444,0.02642676601358824
status@broadcast,Michael Jonson,-0.09350219549467166
status@broadcast,Mike Jonson,0.7647283147996393
status@broadcast,Mike.Jonson,-0.014703338742725338
status@broadcast,Rupert Beae,0.016182054604503195
status@broadcast,Telegram,-0.19440394783993478
status@broadcast,Twi Grey,0.22884580117413247
status@broadcast,Twilight G,0.04557259068730829
status@broadcast,Twilight Grey,0.058575087095100786
status@broadcast,TwilightGrey,-0.1601281538050872
status@broadcast,Unmatched Telegram User,-0.25607375986579195
status@broadcast,blondtrip24,0.13308644872382935
status@broadcast,kikteam,-0.09523809523809523
status@broadcast,ladyancy96,-0.13559399939321418
status@broadcast,maverick,-0.1987188630134061
